requirement_id,domain,title,evidence_level,description,acceptance,evidence
CV-DIS-002,讨论、公告与协作,小组与协作,CONFIRMED_BY_CODE,系统支持 Groups、Group Categories、Collaborations、Conferences 和 ePortfolio。,课程内可创建小组协作和会议，用户可维护作品集。,"controller:EportfolioCategoriesController `canvas-lms-master/app/controllers/eportfolio_categories_controller.rb:20` | controller:EportfoliosApiController `canvas-lms-master/app/controllers/eportfolios_api_controller.rb:120` | controller:EportfolioEntriesController `canvas-lms-master/app/controllers/eportfolio_entries_controller.rb:21` | controller:CollaborationsController `canvas-lms-master/app/controllers/collaborations_controller.rb:126` | route:resources :groups, except: :edit `canvas-lms-master/config/routes.rb:103` | route:get ""group_unassigned_members"" => ""groups#unassigned_members"" `canvas-lms-master/config/routes.rb:105` | route:resources :conferences do `canvas-lms-master/config/routes.rb:181` | route:delete :recording, to: ""conferences#delete_recording"", as: :delete_recording `canvas-lms-master/config/routes.rb:185` | model:EportfolioCategory `canvas-lms-master/app/models/eportfolio_category.rb:21` | model:EportfolioEntry `canvas-lms-master/app/models/eportfolio_entry.rb:23` | model:Eportfolio `canvas-lms-master/app/models/eportfolio.rb:21` | model:AppointmentGroupSubContext `canvas-lms-master/app/models/appointment_group_sub_context.rb:21`"
CV-OUT-001,学习成果与能力,学习成果管理,CONFIRMED_BY_CODE,系统支持 Learning Outcome、Outcome Group、Outcome Link、Proficiency 和 Outcome Result。,课程或账户可定义学习成果，并将其绑定 Rubric/评估结果。,"controller:OutcomesController `canvas-lms-master/app/controllers/outcomes_controller.rb:21` | controller:OutcomeResultsController `canvas-lms-master/app/controllers/outcome_results_controller.rb:189` | controller:OutcomesAcademicBenchmarkImportApiController `canvas-lms-master/app/controllers/outcomes_academic_benchmark_import_api_controller.rb:21` | controller:OutcomesApiController `canvas-lms-master/app/controllers/outcomes_api_controller.rb:165` | route:get ""outcomes/users/:user_id"" => ""outcomes#user_outcome_results"", :as => :user_outcomes_results `canvas-lms-master/config/routes.rb:493` | route:resources :outcomes do `canvas-lms-master/config/routes.rb:494` | route:get ""alignments/:id"" => ""outcomes#alignment_redirect"", :as => :alignment_redirect `canvas-lms-master/config/routes.rb:495` | route:post ""alignments"" => ""outcomes#align"", :as => :align `canvas-lms-master/config/routes.rb:496` | model:LearningOutcomeResult `canvas-lms-master/app/models/learning_outcome_result.rb:21` | model:LearningOutcome `canvas-lms-master/app/models/learning_outcome.rb:21` | model:LearningOutcomeGroup `canvas-lms-master/app/models/learning_outcome_group.rb:21` | model:LearningOutcomeQuestionResult `canvas-lms-master/app/models/learning_outcome_question_result.rb:21`"
CV-LTI-001,LTI、外部工具与集成,外部工具配置与启动,CONFIRMED_BY_CODE,管理员/教师可配置 ContextExternalTool、LTI registration、deployment、resource link，并从课程、作业或页面启动工具。,系统需要校验上下文、用户、签名/token、placement 和权限。,"controller:ExternalToolsController `canvas-lms-master/app/controllers/external_tools_controller.rb:607` | controller:Lti::ResourceLinksController `canvas-lms-master/app/controllers/lti/resource_links_controller.rb:150` | controller:Lti::TokenController `canvas-lms-master/app/controllers/lti/token_controller.rb:21` | controller:Lti::ToolConfigurationsApiController `canvas-lms-master/app/controllers/lti/tool_configurations_api_controller.rb:41` | route:get ""lti/resource/:resource_link_id"", `canvas-lms-master/config/routes.rb:349` | route:get ""lti/resource/:resource_link_id"", `canvas-lms-master/config/routes.rb:398` | route:get ""lti/resource/:resource_link_id"", `canvas-lms-master/config/routes.rb:830` | route:scope(controller: ""lti/resource_links"") do `canvas-lms-master/config/routes.rb:2193` | model:ContextExternalTool `canvas-lms-master/app/models/context_external_tool.rb:21` | model:ContextExternalToolPlacement `canvas-lms-master/app/models/context_external_tool_placement.rb:20` | model:ContextExternalToolImporter `canvas-lms-master/app/models/importers/context_external_tool_importer.rb:21` | model:LtiResourceLinkImporter `canvas-lms-master/app/models/importers/lti_resource_link_importer.rb:21`"
CV-LTI-002,LTI、外部工具与集成,LTI Advantage 服务,CONFIRMED_BY_CODE,系统支持 LTI memberships、submissions、line items、asset processor、platform storage、public jwk 等服务端点。,外部工具可读取成员、回传成绩、处理文件资产或使用平台存储。,"controller:AssetProcessorController `canvas-lms-master/app/controllers/support_helpers/asset_processor_controller.rb:21` | controller:PlatformStorageController `canvas-lms-master/app/controllers/lti/platform_storage_controller.rb:42` | controller:AssetProcessorController `canvas-lms-master/app/controllers/lti/asset_processor_controller.rb:21` | controller:AssetProcessorLaunchController `canvas-lms-master/app/controllers/lti/asset_processor_launch_controller.rb:21` | route:post ""/test/mock_lti/ui"", to: ""test/mock_lti#ui"" `canvas-lms-master/config/routes.rb:30` | route:get ""/test/mock_lti/jwks"", to: ""test/mock_lti#jwks"" `canvas-lms-master/config/routes.rb:32` | route:post ""/test/mock_lti/subscription_handler"", to: ""test/mock_lti#subscription_handler"" `canvas-lms-master/config/routes.rb:33` | route:get ""lti/resource/:resource_link_id"", `canvas-lms-master/config/routes.rb:349` | model:Lti::AssetProcessor `canvas-lms-master/app/models/lti/asset_processor.rb:20` | model:Lti::LineItem `canvas-lms-master/app/models/lti/line_item.rb:21` | model:Lti::AssetProcessorEulaAcceptance `canvas-lms-master/app/models/lti/asset_processor_eula_acceptance.rb:20` | model:LtiAssetProcessorContributionNoticeBuilder `canvas-lms-master/app/models/lti/pns/lti_asset_processor_contribution_notice_builder.rb:22`"
CV-LTI-003,LTI、外部工具与集成,查重与媒体集成,CONFIRMED_BY_CODE,系统保留 Turnitin、VeriCite、Plagiarism Platform、Kaltura、Microsoft/Google 等集成线索。,作业提交和媒体内容可被外部服务处理。,"controller:TurnitinController `canvas-lms-master/app/controllers/support_helpers/turnitin_controller.rb:21` | controller:PlagiarismPlatformController `canvas-lms-master/app/controllers/support_helpers/plagiarism_platform_controller.rb:21` | controller:PlagiarismAssignmentsApiController `canvas-lms-master/app/controllers/lti/plagiarism_assignments_api_controller.rb:64` | route:get :turnitin_confirmation `canvas-lms-master/config/routes.rb:748` | route:post ""comment_session"" => ""services_api#start_kaltura_session"", :as => :dashboard_comment_session `canvas-lms-master/config/routes.rb:1097` | route:get ""services/kaltura"", action: :show_kaltura_config `canvas-lms-master/config/routes.rb:2071` | route:post ""services/kaltura_session"", action: :start_kaltura_session `canvas-lms-master/config/routes.rb:2072` | model:MicrosoftSync::PartialSyncChange `canvas-lms-master/app/models/microsoft_sync/partial_sync_change.rb:20` | table:microsoft_sync_partial_sync_changes `canvas-lms-master/db/migrate/20101210192618_init_canvas_db.rb:3677` | frontend_feature:ui/features/external_tool_redirect `canvas-lms-master/ui/features/external_tool_redirect:1` | frontend_feature:ui/features/external_tools_show `canvas-lms-master/ui/features/external_tools_show:1` | frontend_feature:ui/features/lti_registrations `canvas-lms-master/ui/features/lti_registrations:1`"
CV-SIS-001,SIS、导入导出与报表,SIS 批量导入,CONFIRMED_BY_CODE,根账户管理员可通过 CSV/ZIP/raw body 触发 SIS 导入，系统保存 SisBatch、错误、状态和批处理清理过程。,导入用户、课程、班级、选课等机构数据，需要输出错误/警告。,"controller:SisApiController `canvas-lms-master/app/controllers/sis_api_controller.rb:306` | controller:SisImportErrorsApiController `canvas-lms-master/app/controllers/sis_import_errors_api_controller.rb:57` | controller:DisablePostToSisApiController `canvas-lms-master/app/controllers/disable_post_to_sis_api_controller.rb:24` | controller:SisImportsApiController `canvas-lms-master/app/controllers/sis_imports_api_controller.rb:373` | route:get :sis_import `canvas-lms-master/config/routes.rb:786` | route:resources :sis_imports, only: %i[create show index], controller: :sis_imports_api `canvas-lms-master/config/routes.rb:787` | route:scope(controller: :sis_imports_api) do `canvas-lms-master/config/routes.rb:1748` | route:post ""accounts/:account_id/sis_imports"", action: :create `canvas-lms-master/config/routes.rb:1749` | model:ErrorReport `canvas-lms-master/app/models/error_report.rb:21` | model:WebZipExport `canvas-lms-master/app/models/web_zip_export.rb:20` | model:MigrationIssue `canvas-lms-master/app/models/migration_issue.rb:20` | model:AccountReportRow `canvas-lms-master/app/models/account_report_row.rb:21`"
CV-SIS-002,SIS、导入导出与报表,内容/成绩/文件导入导出,CONFIRMED_BY_CODE,系统支持 content export/import、gradebook upload/export、web zip、epub export 和 migration issue。,教师/管理员可迁移课程内容、导出包和处理迁移问题。,"controller:EpubExportsController `canvas-lms-master/app/controllers/epub_exports_controller.rb:95` | controller:WebZipExportsController `canvas-lms-master/app/controllers/web_zip_exports_controller.rb:94` | controller:ContentImportsController `canvas-lms-master/app/controllers/content_imports_controller.rb:22` | route:resources :epub_exports, only: [:index] `canvas-lms-master/config/routes.rb:47` | route:scope(controller: :epub_exports) do `canvas-lms-master/config/routes.rb:2665` | route:get ""epub_exports"", { `canvas-lms-master/config/routes.rb:2669` | model:WebZipExport `canvas-lms-master/app/models/web_zip_export.rb:20` | model:EpubExport `canvas-lms-master/app/models/epub_export.rb:20` | model:CreateService `canvas-lms-master/app/models/epub_exports/create_service.rb:21` | table:epub_exports `canvas-lms-master/db/migrate/20101210192618_init_canvas_db.rb:2447` | frontend_feature:ui/features/epub_exports `canvas-lms-master/ui/features/epub_exports:1` | frontend_feature:ui/features/webzip_export `canvas-lms-master/ui/features/webzip_export:1`"
CV-SIS-003,SIS、导入导出与报表,账户报表,CONFIRMED_BY_CODE,系统支持 Account Reports、Report Runner、Report Snapshot 和报表行数据。,管理员可生成、下载和查看机构级报表。,controller:AccountReportsController `canvas-lms-master/app/controllers/account_reports_controller.rb:199` | route:scope(controller: :account_reports) do `canvas-lms-master/config/routes.rb:1967` | model:ReportSnapshot `canvas-lms-master/app/models/report_snapshot.rb:21` | table:account_reports `canvas-lms-master/db/migrate/20101210192618_init_canvas_db.rb:478` | frontend_feature:ui/features/account_reports `canvas-lms-master/ui/features/account_reports:1` | frontend_feature:ui/shared/account_reports `canvas-lms-master/ui/shared/account_reports:1` | graphql: `canvas-lms-master/app/graphql/loaders/sisid_loader.rb:21`
CV-OPS-001,分析、审计与运维,审计与活动记录,CONFIRMED_BY_CODE,系统支持 page views、grade change audit、authentication audit、docviewer audit、error report 等记录。,安全、合规和排障需要可追踪关键事件。,"controller:AuthenticationAuditApiController `canvas-lms-master/app/controllers/authentication_audit_api_controller.rb:72` | controller:DocviewerAuditEventsController `canvas-lms-master/app/controllers/docviewer_audit_events_controller.rb:21` | controller:AuditorApiController `canvas-lms-master/app/controllers/auditor_api_controller.rb:21` | route:resources :docviewer_audit_events, only: [:create], constraints: { format: :json } `canvas-lms-master/config/routes.rb:43` | route:scope(controller: :authentication_audit_api) do `canvas-lms-master/config/routes.rb:1436` | model:AuditEventService `canvas-lms-master/app/models/audit_event_service.rb:20` | model:Auditors::Authentication `canvas-lms-master/app/models/auditors/authentication.rb:21` | model:Record `canvas-lms-master/app/models/auditors/record.rb:22` | model:Auditors::FeatureFlag `canvas-lms-master/app/models/auditors/feature_flag.rb:21` | table:auditor_authentication_records `canvas-lms-master/db/migrate/20101210192618_init_canvas_db.rb:1071` | table:auditor_feature_flag_records `canvas-lms-master/db/migrate/20101210192618_init_canvas_db.rb:1094` | frontend_feature:ui/features/analytics_hub `canvas-lms-master/ui/features/analytics_hub:1`"
CV-OPS-002,分析、审计与运维,后台任务与运维设置,CONFIRMED_BY_CODE,系统支持 Jobs、Delayed/后台任务、Feature Flags、Dynamic Settings、统计和健康检查。,长任务、导入、报表、通知和媒体处理应异步执行。,"controller:JobsController `canvas-lms-master/app/controllers/jobs_controller.rb:20` | controller:JobsV2Controller `canvas-lms-master/app/controllers/jobs_v2_controller.rb:20` | controller:RateLimitingSettingsController `canvas-lms-master/app/controllers/rate_limiting_settings_controller.rb:25` | controller:FeatureFlagsController `canvas-lms-master/app/controllers/feature_flags_controller.rb:136` | route:get ""live_events/heartbeat"" => ""info#live_events_heartbeat"" unless Rails.env.production? `canvas-lms-master/config/routes.rb:90` | route:get :settings `canvas-lms-master/config/routes.rb:186` | route:get ""settings#{full_path_glob}"", action: :settings `canvas-lms-master/config/routes.rb:227` | route:get :settings `canvas-lms-master/config/routes.rb:228` | model:FeatureFlag `canvas-lms-master/app/models/feature_flag.rb:21` | model:Auditors::FeatureFlag `canvas-lms-master/app/models/auditors/feature_flag.rb:21` | model:FeatureFlagRecord `canvas-lms-master/app/models/auditors/active_record/feature_flag_record.rb:21` | table:delayed_jobs `canvas-lms-master/db/migrate/20101216224513_create_delayed_jobs.rb:26`"
CV-SRCH-001,搜索、AI 与无障碍,搜索与智能能力,CONFIRMED_BY_CODE,系统支持 Search、Smart Search、AI conversations/experiences、LLM 配置和职业体验。,搜索和 AI 能力作为辅助体验存在，启用范围需确认。,"controller:SmartSearchController `canvas-lms-master/app/controllers/smart_search_controller.rb:63` | controller:SearchController `canvas-lms-master/app/controllers/search_controller.rb:23` | controller:AiExperiencesController `canvas-lms-master/app/controllers/ai_experiences_controller.rb:73` | route:get ""search/recipients"" => ""search#recipients"" `canvas-lms-master/config/routes.rb:58` | route:resources :ai_experiences, only: %i[index create new show edit update destroy] do `canvas-lms-master/config/routes.rb:595` | route:resources :ai_experiences, only: %i[index show new edit] `canvas-lms-master/config/routes.rb:598` | route:scope(controller: :smart_search) do `canvas-lms-master/config/routes.rb:1197` | model:LLMConfig `canvas-lms-master/app/models/llm_config.rb:20` | model:AiExperience `canvas-lms-master/app/models/ai_experience.rb:20` | model:LLMResponse `canvas-lms-master/app/models/llm_response.rb:21` | model:Accessibility::AiGenerationService `canvas-lms-master/app/models/accessibility/ai_generation_service.rb:20` | table:ai_experiences `canvas-lms-master/db/migrate/20101210192618_init_canvas_db.rb:532`"
CV-SRCH-002,搜索、AI 与无障碍,无障碍支持,CONFIRMED_BY_CODE,系统支持 accessibility issues、course statistics、immersive reader 等无障碍能力。,课程内容和学习体验需要无障碍检测与辅助阅读。,"controller:AccessibilityIssuesController `canvas-lms-master/app/controllers/accessibility_issues_controller.rb:20` | controller:AccessibilityController `canvas-lms-master/app/controllers/accessibility_controller.rb:20` | controller:ImmersiveReaderController `canvas-lms-master/app/controllers/immersive_reader_controller.rb:23` | controller:ResourceScanController `canvas-lms-master/app/controllers/accessibility/resource_scan_controller.rb:21` | route:resources :accessibility, only: [:index] do `canvas-lms-master/config/routes.rb:575` | route:resource :issues, only: [:create, :update], module: ""accessibility"" `canvas-lms-master/config/routes.rb:579` | route:post ""preview"" => ""accessibility/preview#create"" `canvas-lms-master/config/routes.rb:580` | route:get ""preview"" => ""accessibility/preview#show"" `canvas-lms-master/config/routes.rb:581` | model:AccessibilityIssue `canvas-lms-master/app/models/accessibility_issue.rb:19` | model:AccessibilityResourceScan `canvas-lms-master/app/models/accessibility_resource_scan.rb:19` | model:generates `canvas-lms-master/app/models/accessibility/issue.rb:21` | model:ContentLoader `canvas-lms-master/app/models/accessibility/content_loader.rb:21`"
CV-GQL-001,GraphQL API,GraphQL 查询与变更,CONFIRMED_BY_CODE,系统提供 `/api/graphql`，包含 Query/Mutation/Type/Resolver 等 GraphQL 证据。,前端或外部客户端可通过 GraphQL 聚合读取/修改数据。,"controller:GraphQLController `canvas-lms-master/app/controllers/graphql_controller.rb:21` | route:post ""/api/graphql"", to: ""graphql#execute"" `canvas-lms-master/config/routes.rb:36` | route:get ""graphiql"", to: ""graphql#graphiql"" `canvas-lms-master/config/routes.rb:37` | frontend_feature:ui/shared/graphql `canvas-lms-master/ui/shared/graphql:1` | frontend_feature:ui/shared/graphql-query-mock `canvas-lms-master/ui/shared/graphql-query-mock:1` | graphql: `canvas-lms-master/app/graphql/patched_array_connection.rb:1` | graphql: `canvas-lms-master/app/graphql/collection_connection.rb:1` | graphql: `canvas-lms-master/app/graphql/dynamo_connection.rb:1` | graphql: `canvas-lms-master/app/graphql/instructor_query.rb:1`"
