table,domain,component,comment,path,field_count,fields,primary_keys,foreign_keys,unique_keys,indexes
analytics_indicator_calc,日志与分析,core,Stored indicator calculations,public/lib/db/install.xml,9,id;starttime;endtime;contextid;sampleorigin;sampleid;indicator;value;timecreated,id,contextid->context.id,,"I:starttime, endtime, contextid"
analytics_models,日志与分析,core,Analytic models.,public/lib/db/install.xml,13,id;enabled;trained;name;target;indicators;timesplitting;predictionsprocessor;version;contextids;timecreated;timemodified;usermodified,id,usermodified->user.id,,"I:enabled, trained"
analytics_models_log,日志与分析,core,Analytic models changes during evaluation.,public/lib/db/install.xml,12,id;modelid;version;evaluationmode;target;indicators;timesplitting;score;info;dir;timecreated;usermodified,id,modelid->analytics_models.id;usermodified->user.id,,
analytics_predict_samples,日志与分析,core,Samples already used for predictions.,public/lib/db/install.xml,8,id;modelid;analysableid;timesplitting;rangeindex;sampleids;timecreated;timemodified,id,modelid->analytics_models.id,,"I:modelid, analysableid, timesplitting, rangeindex"
analytics_prediction_actions,日志与分析,core,Register of user actions over predictions.,public/lib/db/install.xml,5,id;predictionid;userid;actionname;timecreated,id,predictionid->analytics_predictions.id;userid->user.id,,"I:predictionid, userid, actionname"
analytics_predictions,日志与分析,core,Predictions,public/lib/db/install.xml,11,id;modelid;contextid;sampleid;rangeindex;prediction;predictionscore;calculations;timecreated;timestart;timeend,id,modelid->analytics_models.id;contextid->context.id,,"I:modelid, contextid"
analytics_train_samples,日志与分析,core,Samples used for training,public/lib/db/install.xml,6,id;modelid;analysableid;timesplitting;sampleids;timecreated,id,modelid->analytics_models.id,,"I:modelid, analysableid, timesplitting"
analytics_used_analysables,日志与分析,core,List of analysables used by each model,public/lib/db/install.xml,6,id;modelid;action;analysableid;firstanalysis;timeanalysed,id,modelid->analytics_models.id,,"I:modelid, action;I:analysableid"
badge,日志与分析,core,Defines badge,public/lib/db/install.xml,23,id;name;description;timecreated;timemodified;usercreated;usermodified;issuername;issuerurl;issuercontact;expiredate;expireperiod;type;courseid;message;messagesubject;attachment;notification;status;nextcron;version;language;imagecaption,id,courseid->course.id;usermodified->user.id;usercreated->user.id,,I:type
badge_alignment,日志与分析,core,Defines alignment for badges,public/lib/db/install.xml,7,id;badgeid;targetname;targeturl;targetdescription;targetframework;targetcode,id,badgeid->badge.id,,
badge_backpack,日志与分析,core,Defines settings for connecting external backpack,public/lib/db/install.xml,7,id;userid;email;backpackuid;autosync;password;externalbackpackid,id,userid->user.id;externalbackpackid->badge_external_backpack.id,"userid, externalbackpackid",
badge_criteria,日志与分析,core,Defines criteria for issuing badges,public/lib/db/install.xml,6,id;badgeid;criteriatype;method;description;descriptionformat,id,badgeid->badge.id,,"I:criteriatype;U:badgeid, criteriatype"
badge_criteria_met,日志与分析,core,Defines criteria that were met for an issued badge,public/lib/db/install.xml,5,id;issuedid;critid;userid;datemet,id,critid->badge_criteria.id;userid->user.id;issuedid->badge_issued.id,,
badge_criteria_param,日志与分析,core,Defines parameters for badges criteria,public/lib/db/install.xml,4,id;critid;name;value,id,critid->badge_criteria.id,,
badge_endorsement,日志与分析,core,Defines endorsement for badge,public/lib/db/install.xml,8,id;badgeid;issuername;issuerurl;issueremail;claimid;claimcomment;dateissued,id,badgeid->badge.id,,
badge_external,日志与分析,core,Setting for external badges display,public/lib/db/install.xml,5,id;backpackid;collectionid;entityid;assertion,id,backpackid->badge_backpack.id,,
badge_external_backpack,日志与分析,core,Defines settings for site level backpacks that a user can connect to.,public/lib/db/install.xml,6,id;backpackapiurl;backpackweburl;apiversion;sortorder;oauth2_issuerid,id,oauth2_issuerid->oauth2_issuer.id,backpackapiurl;backpackweburl,
badge_external_identifier,日志与分析,core,Setting for external badges mappings,public/lib/db/install.xml,5,id;sitebackpackid;internalid;externalid;type,id,sitebackpackid->badge_backpack.id,"sitebackpackid, internalid, externalid, type",
badge_issued,日志与分析,core,Defines issued badges,public/lib/db/install.xml,8,id;badgeid;userid;uniquehash;dateissued;dateexpire;visible;issuernotified,id,badgeid->badge.id;userid->user.id,,"U:badgeid, userid"
badge_manual_award,日志与分析,core,Track manual award criteria for badges,public/lib/db/install.xml,6,id;badgeid;recipientid;issuerid;issuerrole;datemet,id,badgeid->badge.id;recipientid->user.id;issuerid->user.id;issuerrole->role.id,,
badge_related,日志与分析,core,Defines badge related for badges,public/lib/db/install.xml,3,id;badgeid;relatedbadgeid,id,badgeid->badge.id;relatedbadgeid->badge.id,"badgeid, relatedbadgeid",
competency,日志与分析,core,This table contains the master record of each competency in a framework,public/lib/db/install.xml,17,id;shortname;description;descriptionformat;idnumber;competencyframeworkid;parentid;path;sortorder;ruletype;ruleoutcome;ruleconfig;scaleid;scaleconfiguration;timecreated;timemodified;usermodified,id,scaleid->scale.id;usermodified->user.id,,"U:competencyframeworkid, idnumber;I:ruleoutcome"
competency_evidence,日志与分析,core,The evidence linked to a user competency,public/lib/db/install.xml,14,id;usercompetencyid;contextid;action;actionuserid;descidentifier;desccomponent;desca;url;grade;note;timecreated;timemodified;usermodified,id,contextid->context.id;actionuserid->user.id;usermodified->user.id,,I:usercompetencyid
competency_framework,日志与分析,core,List of competency frameworks.,public/lib/db/install.xml,13,id;shortname;contextid;idnumber;description;descriptionformat;scaleid;scaleconfiguration;visible;taxonomies;timecreated;timemodified;usermodified,id,contextid->context.id;scaleid->scale.id;usermodified->user.id,,U:idnumber
competency_modulecomp,日志与分析,core,Link a competency to a module.,public/lib/db/install.xml,9,id;cmid;timecreated;timemodified;usermodified;sortorder;competencyid;ruleoutcome;overridegrade,id,cmid->course_modules.id;competencyid->competency.id;usermodified->user.id,,"I:cmid, ruleoutcome;U:cmid, competencyid"
competency_plan,日志与分析,core,Learning plans,public/lib/db/install.xml,13,id;name;description;descriptionformat;userid;templateid;origtemplateid;status;duedate;reviewerid;timecreated;timemodified;usermodified,id,usermodified->user.id,,"I:userid, status;I:templateid;I:status, duedate"
competency_plancomp,日志与分析,core,Plan competencies,public/lib/db/install.xml,7,id;planid;competencyid;sortorder;timecreated;timemodified;usermodified,id,usermodified->user.id,,"U:planid, competencyid"
competency_relatedcomp,日志与分析,core,Related competencies,public/lib/db/install.xml,6,id;competencyid;relatedcompetencyid;timecreated;timemodified;usermodified,id,competencyid->competency.id;relatedcompetencyid->competency.id;usermodified->user.id,,
competency_template,日志与分析,core,Learning plan templates.,public/lib/db/install.xml,10,id;shortname;contextid;description;descriptionformat;visible;duedate;timecreated;timemodified;usermodified,id,contextid->context.id;usermodified->user.id,,
competency_templatecomp,日志与分析,core,Link a competency to a learning plan template.,public/lib/db/install.xml,7,id;templateid;competencyid;timecreated;timemodified;usermodified;sortorder,id,templateid->competency_template.id;competencyid->competency.id;usermodified->user.id,,
events_handlers,日志与分析,core,"This table is for storing which components requests what type of event, and the location of the responsible handlers. For example, the assignment registers 'grade_updated' event with a function assignment_grade_handler() that should be called event time an 'grade_updated' event is triggered by grade_update() function.",public/lib/db/install.xml,8,id;eventname;component;handlerfile;handlerfunction;schedule;status;internal,id,,,"U:eventname, component"
reportbuilder_audience,日志与分析,core,Defines report audience,public/lib/db/install.xml,9,id;reportid;heading;classname;configdata;usercreated;usermodified;timecreated;timemodified,id,reportid->reportbuilder_report.id;usercreated->user.id;usermodified->user.id,,
reportbuilder_column,日志与分析,core,Table to represent a report column,public/lib/db/install.xml,13,id;reportid;uniqueidentifier;aggregation;heading;columnorder;sortenabled;sortdirection;sortorder;usercreated;usermodified;timecreated;timemodified,id,reportid->reportbuilder_report.id;usercreated->user.id;usermodified->user.id,,
reportbuilder_filter,日志与分析,core,Table to represent a report filter/condition,public/lib/db/install.xml,10,id;reportid;uniqueidentifier;heading;iscondition;filterorder;usercreated;usermodified;timecreated;timemodified,id,reportid->reportbuilder_report.id;usercreated->user.id;usermodified->user.id,,"U:reportid, uniqueidentifier, iscondition"
reportbuilder_report,日志与分析,core,Table to represent a report,public/lib/db/install.xml,15,id;name;source;type;uniquerows;conditiondata;settingsdata;contextid;component;area;itemid;usercreated;usermodified;timecreated;timemodified,id,usercreated->user.id;usermodified->user.id;contextid->context.id,,
reportbuilder_schedule,日志与分析,core,Table to represent a report schedule,public/lib/db/install.xml,17,id;reportid;name;enabled;audiences;classname;configdata;format;userviewas;timescheduled;recurrence;timelastsent;timenextsend;usercreated;usermodified;timecreated;timemodified,id,reportid->reportbuilder_report.id;userviewas->user.id;usercreated->user.id;usermodified->user.id,,
tool_monitor_events,日志与分析,tool_monitor,A table that keeps a log of events related to subscriptions,public/admin/tool/monitor/db/install.xml,8,id;eventname;contextid;contextlevel;contextinstanceid;link;courseid;timecreated,id,courseid->course.id;contextid->context.id;contextinstanceid->context.instanceid,,
capabilities,权限与上下文,core,this defines all capabilities,public/lib/db/install.xml,6,id;name;captype;contextlevel;component;riskbitmask,id,,name,
role,权限与上下文,core,moodle roles,public/lib/db/install.xml,6,id;name;shortname;description;sortorder;archetype,id,,,U:sortorder;U:shortname
role_allow_assign,权限与上下文,core,this defines what role can assign what role,public/lib/db/install.xml,3,id;roleid;allowassign,id,roleid->role.id;allowassign->role.id,,"U:roleid, allowassign"
role_allow_override,权限与上下文,core,this defines what role can override what role,public/lib/db/install.xml,3,id;roleid;allowoverride,id,roleid->role.id;allowoverride->role.id,,"U:roleid, allowoverride"
role_allow_switch,权限与上下文,core,This table stores which which other roles a user is allowed to switch to if they have one role.,public/lib/db/install.xml,3,id;roleid;allowswitch,id,roleid->role.id;allowswitch->role.id,,"U:roleid, allowswitch"
role_allow_view,权限与上下文,core,This table stores which which other roles a user is allowed to view to if they have one role.,public/lib/db/install.xml,3,id;roleid;allowview,id,roleid->role.id;allowview->role.id,,"U:roleid, allowview"
role_capabilities,权限与上下文,core,"permission has to be signed, overriding a capability for a particular role in a particular context",public/lib/db/install.xml,7,id;contextid;roleid;capability;permission;timemodified;modifierid,id,roleid->role.id;contextid->context.id;modifierid->user.id;capability->capabilities.name,,"U:roleid, contextid, capability"
role_names,权限与上下文,core,role names in native strings,public/lib/db/install.xml,4,id;roleid;contextid;name,id,roleid->role.id;contextid->context.id,,"U:roleid, contextid"
tool_dataprivacy_purposerole,权限与上下文,tool_dataprivacy,Data purpose overrides for a specific role,public/admin/tool/dataprivacy/db/install.xml,10,id;purposeid;roleid;lawfulbases;sensitivedatareasons;retentionperiod;protected;usermodified;timecreated;timemodified,id,purposeid->tool_dataprivacy_purpose.id;roleid->role.id;usermodified->user.id,,"U:purposeid, roleid"
assign,活动与资源,mod_assign,This table saves information about an instance of mod_assign in a course.,public/mod/assign/db/install.xml,39,id;course;name;intro;introformat;alwaysshowdescription;nosubmissions;submissiondrafts;sendnotifications;sendlatenotifications;duedate;allowsubmissionsfromdate;grade;timemodified;requiresubmissionstatement;completionsubmit;cutoffdate;gradingduedate;teamsubmission;requireallteammemberssubmit;teamsubmissiongroupingid;blindmarking;hidegrader;revealidentities;attemptreopenmethod;maxattempts;markingworkflow;markingallocation;markercount;multimarkmethod;multimarkrounding;markinganonymous;sendstudentnotifications;preventsubmissionnotingroup;activity;activityformat;timelimit;submissionattachments;gradepenalty,id,,,I:course;I:teamsubmissiongroupingid;I:gradepenalty
assign_allocated_marker,活动与资源,mod_assign,One or more teachers allocated to mark individual submissions,public/mod/assign/db/install.xml,4,id;student;assignment;marker,id,student->user.id;assignment->assign.id;marker->user.id,,
assign_grades,活动与资源,mod_assign,Grading information about a single assignment submission.,public/mod/assign/db/install.xml,9,id;assignment;userid;timecreated;timemodified;grader;grade;penalty;attemptnumber,id,assignment->assign.id,,"I:userid;I:attemptnumber;U:assignment, userid, attemptnumber"
assign_mark,活动与资源,mod_assign,Marks from multiple markers for a single submission,public/mod/assign/db/install.xml,8,id;assignment;gradeid;timecreated;timemodified;marker;mark;workflowstate,id,assignment->assign.id;gradeid->assign_grades.id;marker->user.id,,
assign_overrides,活动与资源,mod_assign,The overrides to assign settings.,public/mod/assign/db/install.xml,11,id;assignid;groupid;userid;sortorder;allowsubmissionsfromdate;duedate;cutoffdate;timelimit;reason;reasonformat,id,assignid->assign.id;groupid->groups.id;userid->user.id,,
assign_submission,活动与资源,mod_assign,This table keeps information about student interactions with the mod/assign. This is limited to metadata about a student submission but does not include the submission itself which is stored by plugins.,public/mod/assign/db/install.xml,10,id;assignment;userid;timecreated;timemodified;timestarted;status;groupid;attemptnumber;latest,id,assignment->assign.id,,"I:userid;I:attemptnumber;U:assignment, userid, groupid, attemptnumber;I:assignment, userid, groupid, latest"
assignfeedback_comments,活动与资源,assignfeedback_comments,Text feedback for submitted assignments,public/mod/assign/feedback/comments/db/install.xml,5,id;assignment;grade;commenttext;commentformat,id,assignment->assign.id;grade->assign_grades.id,,
assignfeedback_editpdf_annot,活动与资源,assignfeedback_editpdf,stores annotations added to pdfs submitted by students,public/mod/assign/feedback/editpdf/db/install.xml,11,id;gradeid;pageno;x;y;endx;endy;path;type;colour;draft,id,gradeid->assign_grades.id,,"I:gradeid, pageno"
assignfeedback_editpdf_cmnt,活动与资源,assignfeedback_editpdf,Stores comments added to pdfs,public/mod/assign/feedback/editpdf/db/install.xml,9,id;gradeid;x;y;width;rawtext;pageno;colour;draft,id,gradeid->assign_grades.id,,"I:gradeid, pageno"
assignfeedback_editpdf_quick,活动与资源,assignfeedback_editpdf,Stores teacher specified quicklist comments,public/mod/assign/feedback/editpdf/db/install.xml,5,id;userid;rawtext;width;colour,id,userid->user.id,,
assignfeedback_editpdf_rot,活动与资源,assignfeedback_editpdf,Stores rotation information of a page.,public/mod/assign/feedback/editpdf/db/install.xml,6,id;gradeid;pageno;pathnamehash;isrotated;degree,id,gradeid->assign_grades.id,,"U:gradeid, pageno"
assignfeedback_file,活动与资源,assignfeedback_file,Stores info about the number of files submitted by a student.,public/mod/assign/feedback/file/db/install.xml,4,id;assignment;grade;numfiles,id,assignment->assign.id;grade->assign_grades.id,,
assignsubmission_file,活动与资源,assignsubmission_file,Info about file submissions for assignments,public/mod/assign/submission/file/db/install.xml,4,id;assignment;submission;numfiles,id,assignment->assign.id;submission->assign_submission.id,,
assignsubmission_onlinetext,活动与资源,assignsubmission_onlinetext,Info about onlinetext submission,public/mod/assign/submission/onlinetext/db/install.xml,5,id;assignment;submission;onlinetext;onlineformat,id,assignment->assign.id;submission->assign_submission.id,,
bigbluebuttonbn,活动与资源,mod_bigbluebuttonbn,The bigbluebuttonbn table to store information about a meeting activities.,public/mod/bigbluebuttonbn/db/install.xml,46,id;type;course;name;intro;introformat;meetingid;moderatorpass;viewerpass;wait;record;recordallfromstart;recordhidebutton;welcome;voicebridge;openingtime;closingtime;timecreated;timemodified;presentation;participants;userlimit;recordings_html;recordings_deleted;recordings_imported;recordings_preview;clienttype;muteonstart;disablecam;disablemic;disableprivatechat;disablepublicchat;disablenote;hideuserlist;completionattendance;completionengagementchats;completionengagementtalks;completionengagementraisehand;completionengagementpollvotes;completionengagementemojis;guestallowed;mustapproveuser;guestlinkuid;guestpassword;showpresentation;grade,id,,,
bigbluebuttonbn_logs,活动与资源,mod_bigbluebuttonbn,The bigbluebuttonbn table to store meeting activity events,public/mod/bigbluebuttonbn/db/install.xml,8,id;courseid;bigbluebuttonbnid;userid;timecreated;meetingid;log;meta,id,,,"I:courseid;I:log;I:courseid, bigbluebuttonbnid, userid, log;I:userid, log;I:courseid, bigbluebuttonbnid"
bigbluebuttonbn_recordings,活动与资源,mod_bigbluebuttonbn,The bigbluebuttonbn table to store references to recordings,public/mod/bigbluebuttonbn/db/install.xml,12,id;courseid;bigbluebuttonbnid;groupid;recordingid;headless;imported;status;importeddata;timecreated;usermodified;timemodified,id,bigbluebuttonbnid->bigbluebuttonbn.id;usermodified->user.id,,I:courseid;I:recordingid
book,活动与资源,mod_book,Defines book,public/mod/book/db/install.xml,11,id;course;name;intro;introformat;numbering;navstyle;customtitles;revision;timecreated;timemodified,id,course->course.id,,
book_chapters,活动与资源,mod_book,Defines book_chapters,public/mod/book/db/install.xml,11,id;bookid;pagenum;subchapter;title;content;contentformat;hidden;timecreated;timemodified;importsrc,id,,,I:bookid
choice,活动与资源,mod_choice,Available choices are stored here,public/mod/choice/db/install.xml,19,id;course;name;intro;introformat;publish;showresults;display;allowupdate;allowmultiple;showunanswered;includeinactive;limitanswers;timeopen;timeclose;showpreview;timemodified;completionsubmit;showavailable,id,,,I:course
choice_answers,活动与资源,mod_choice,choices performed by users,public/mod/choice/db/install.xml,5,id;choiceid;userid;optionid;timemodified,id,choiceid->choice.id;optionid->choice_options.id,,I:userid
choice_options,活动与资源,mod_choice,available options to choice,public/mod/choice/db/install.xml,5,id;choiceid;text;maxanswers;timemodified,id,choiceid->choice.id,,
customfield_data,活动与资源,core,core_customfield data table,public/lib/db/install.xml,16,id;fieldid;instanceid;intvalue;decvalue;shortcharvalue;charvalue;value;valueformat;valuetrust;timecreated;timemodified;contextid;component;area;itemid,id,fieldid->customfield_field.id;contextid->context.id,,"U:instanceid, fieldid, component, area, itemid;I:fieldid, intvalue;I:fieldid, shortcharvalue;I:fieldid, decvalue"
data,活动与资源,mod_data,all database activities,public/mod/data/db/install.xml,37,id;course;name;intro;introformat;comments;timeavailablefrom;timeavailableto;timeviewfrom;timeviewto;requiredentries;requiredentriestoview;maxentries;rssarticles;singletemplate;listtemplate;listtemplateheader;listtemplatefooter;addtemplate;rsstemplate;rsstitletemplate;csstemplate;jstemplate;asearchtemplate;approval;manageapproved;scale;assessed;assesstimestart;assesstimefinish;defaultsort;defaultsortdir;editany;notification;timemodified;config;completionentries,id,,,I:course
data_content,活动与资源,mod_data,the content introduced in each record/fields,public/mod/data/db/install.xml,8,id;fieldid;recordid;content;content1;content2;content3;content4,id,recordid->data_records.id;fieldid->data_fields.id,,
data_fields,活动与资源,mod_data,every field available,public/mod/data/db/install.xml,16,id;dataid;type;name;description;required;param1;param2;param3;param4;param5;param6;param7;param8;param9;param10,id,dataid->data.id,,"I:type, dataid"
data_records,活动与资源,mod_data,every record introduced,public/mod/data/db/install.xml,7,id;userid;groupid;dataid;timecreated;timemodified;approved,id,dataid->data.id;userid->user.id,,
feedback,活动与资源,mod_feedback,all feedbacks,public/mod/feedback/db/install.xml,17,id;course;name;intro;introformat;anonymous;email_notification;multiple_submit;autonumbering;site_after_submit;page_after_submit;page_after_submitformat;publish_stats;timeopen;timeclose;timemodified;completionsubmit,id,,,I:course
feedback_completed,活动与资源,mod_feedback,filled out feedback,public/mod/feedback/db/install.xml,7,id;feedback;userid;timemodified;random_response;anonymous_response;courseid,id,feedback->feedback.id;courseid->course.id,,I:userid
feedback_completedtmp,活动与资源,mod_feedback,filled out feedback,public/mod/feedback/db/install.xml,8,id;feedback;userid;guestid;timemodified;random_response;anonymous_response;courseid,id,feedback->feedback.id,,I:userid
feedback_item,活动与资源,mod_feedback,feedback_items,public/mod/feedback/db/install.xml,13,id;feedback;template;name;label;presentation;typ;hasvalue;position;required;dependitem;dependvalue;options,id,feedback->feedback.id;template->feedback_template.id,,
feedback_template,活动与资源,mod_feedback,templates of feedbackstructures,public/mod/feedback/db/install.xml,4,id;course;ispublic;name,id,,,I:course
feedback_value,活动与资源,mod_feedback,values of the completeds,public/mod/feedback/db/install.xml,6,id;course_id;item;completed;tmp_completed;value,id,item->feedback_item.id,,"I:course_id;U:completed, item, course_id"
feedback_valuetmp,活动与资源,mod_feedback,values of the completedstmp,public/mod/feedback/db/install.xml,6,id;course_id;item;completed;tmp_completed;value,id,item->feedback_item.id,,"I:course_id;U:completed, item, course_id"
folder,活动与资源,mod_folder,each record is one folder resource,public/mod/folder/db/install.xml,11,id;course;name;intro;introformat;revision;timemodified;display;showexpanded;showdownloadfolder;forcedownload,id,,,I:course
forum,活动与资源,mod_forum,Forums contain and structure discussion,public/mod/forum/db/install.xml,30,id;course;type;name;intro;introformat;duedate;cutoffdate;assessed;assesstimestart;assesstimefinish;scale;grade_forum;grade_forum_notify;maxbytes;maxattachments;forcesubscribe;trackingtype;rsstype;rssarticles;timemodified;warnafter;blockafter;blockperiod;completiondiscussions;completionreplies;completionposts;displaywordcount;lockdiscussionafter;showimmediately,id,,,I:course
forum_digests,活动与资源,mod_forum,Keeps track of user mail delivery preferences for each forum,public/mod/forum/db/install.xml,4,id;userid;forum;maildigest,id,userid->user.id;forum->forum.id,"forum, userid, maildigest",
forum_discussion_subs,活动与资源,mod_forum,Users may choose to subscribe and unsubscribe from specific discussions.,public/mod/forum/db/install.xml,5,id;forum;userid;discussion;preference,id,forum->forum.id;userid->user.id;discussion->forum_discussions.id,"userid, discussion",
forum_discussions,活动与资源,mod_forum,Forums are composed of discussions,public/mod/forum/db/install.xml,14,id;course;forum;name;firstpost;userid;groupid;assessed;timemodified;usermodified;timestart;timeend;pinned;timelocked,id,forum->forum.id;usermodified->user.id,,I:userid;I:course
forum_grades,活动与资源,mod_forum,Grading data for forum instances,public/mod/forum/db/install.xml,7,id;forum;itemnumber;userid;grade;timecreated;timemodified,id,forum->forum.id,,"I:userid;U:forum, itemnumber, userid"
forum_posts,活动与资源,mod_forum,All posts are stored in this table,public/mod/forum/db/install.xml,18,id;discussion;parent;userid;created;modified;mailed;subject;message;messageformat;messagetrust;attachment;totalscore;mailnow;deleted;privatereplyto;wordcount;charcount,id,discussion->forum_discussions.id;parent->forum_posts.id,,I:userid;I:created;I:mailed;I:privatereplyto
forum_queue,活动与资源,mod_forum,For keeping track of posts that will be mailed in digest form,public/mod/forum/db/install.xml,5,id;userid;discussionid;postid;timemodified,id,discussionid->forum_discussions.id;postid->forum_posts.id,,I:userid
forum_read,活动与资源,mod_forum,Tracks each users read posts,public/mod/forum/db/install.xml,7,id;userid;forumid;discussionid;postid;firstread;lastread,id,,,"I:forumid, userid;I:discussionid, userid;I:postid, userid;I:userid"
forum_subscriptions,活动与资源,mod_forum,Keeps track of who is subscribed to what forum,public/mod/forum/db/install.xml,3,id;userid;forum,id,forum->forum.id,"userid, forum",I:userid
forum_track_prefs,活动与资源,mod_forum,Tracks each users untracked forums,public/mod/forum/db/install.xml,3,id;userid;forumid,id,,,"I:userid, forumid"
glossary,活动与资源,mod_glossary,all glossaries,public/mod/glossary/db/install.xml,28,id;course;name;intro;introformat;allowduplicatedentries;displayformat;mainglossary;showspecial;showalphabet;showall;allowcomments;allowprintview;usedynalink;defaultapproval;approvaldisplayformat;globalglossary;entbypage;editalways;rsstype;rssarticles;assessed;assesstimestart;assesstimefinish;scale;timecreated;timemodified;completionentries,id,,,I:course
glossary_alias,活动与资源,mod_glossary,entries alias,public/mod/glossary/db/install.xml,3,id;entryid;alias,id,entryid->glossary_entries.id,,
glossary_categories,活动与资源,mod_glossary,all categories for glossary entries,public/mod/glossary/db/install.xml,4,id;glossaryid;name;usedynalink,id,glossaryid->glossary.id,,
glossary_entries,活动与资源,mod_glossary,all glossary entries,public/mod/glossary/db/install.xml,16,id;glossaryid;userid;concept;definition;definitionformat;definitiontrust;attachment;timecreated;timemodified;teacherentry;sourceglossaryid;usedynalink;casesensitive;fullmatch;approved,id,glossaryid->glossary.id,,I:userid;I:concept
glossary_entries_categories,活动与资源,mod_glossary,categories of each glossary entry,public/mod/glossary/db/install.xml,3,id;categoryid;entryid,id,categoryid->glossary_categories.id;entryid->glossary_entries.id,,
glossary_formats,活动与资源,mod_glossary,Setting of the display formats,public/mod/glossary/db/install.xml,10,id;name;popupformatname;visible;showgroup;showtabs;defaultmode;defaulthook;sortkey;sortorder,id,,,
h5pactivity,活动与资源,mod_h5pactivity,Stores the h5pactivity activity module instances.,public/mod/h5pactivity/db/install.xml,12,id;course;name;timecreated;timemodified;intro;introformat;grade;displayoptions;enabletracking;grademethod;reviewmode,id,course->course.id,,
h5pactivity_attempts,活动与资源,mod_h5pactivity,Users attempts inside H5P activities,public/mod/h5pactivity/db/install.xml,12,id;h5pactivityid;userid;timecreated;timemodified;attempt;rawscore;maxscore;scaled;duration;completion;success,id,h5pactivityid->h5pactivity.id,"h5pactivityid, userid, attempt","I:timecreated;I:h5pactivityid, timecreated;I:h5pactivityid, userid"
h5pactivity_attempts_results,活动与资源,mod_h5pactivity,H5Pactivities_attempts tracking info,public/mod/h5pactivity/db/install.xml,14,id;attemptid;subcontent;timecreated;interactiontype;description;correctpattern;response;additionals;rawscore;maxscore;duration;completion;success,id,attemptid->h5pactivity_attempts.id,,"I:attemptid, timecreated"
lesson,活动与资源,mod_lesson,Defines lesson,public/mod/lesson/db/install.xml,42,id;course;name;intro;introformat;practice;modattempts;usepassword;password;dependency;conditions;grade;custom;ongoing;usemaxgrade;maxanswers;maxattempts;review;nextpagedefault;feedback;minquestions;maxpages;timelimit;retake;activitylink;mediafile;mediaheight;mediawidth;mediaclose;slideshow;width;height;bgcolor;displayleft;displayleftif;progressbar;available;deadline;timemodified;completionendreached;completiontimespent;allowofflineattempts,id,,,I:course
lesson_answers,活动与资源,mod_lesson,Defines lesson_answers,public/mod/lesson/db/install.xml,13,id;lessonid;pageid;jumpto;grade;score;flags;timecreated;timemodified;answer;answerformat;response;responseformat,id,lessonid->lesson.id;pageid->lesson_pages.id,,
lesson_attempts,活动与资源,mod_lesson,Defines lesson_attempts,public/mod/lesson/db/install.xml,9,id;lessonid;pageid;userid;answerid;retry;correct;useranswer;timeseen,id,lessonid->lesson.id;pageid->lesson_pages.id;answerid->lesson_answers.id,,I:userid
lesson_branch,活动与资源,mod_lesson,branches for each lesson/user,public/mod/lesson/db/install.xml,8,id;lessonid;userid;pageid;retry;flag;timeseen;nextpageid,id,lessonid->lesson.id;pageid->lesson_pages.id,,I:userid
lesson_grades,活动与资源,mod_lesson,Defines lesson_grades,public/mod/lesson/db/install.xml,6,id;lessonid;userid;grade;late;completed,id,lessonid->lesson.id,,I:userid
lesson_overrides,活动与资源,mod_lesson,The overrides to lesson settings.,public/mod/lesson/db/install.xml,13,id;lessonid;groupid;userid;available;deadline;timelimit;review;maxattempts;retake;password;reason;reasonformat,id,lessonid->lesson.id;groupid->groups.id;userid->user.id,,
lesson_pages,活动与资源,mod_lesson,Defines lesson_pages,public/mod/lesson/db/install.xml,13,id;lessonid;prevpageid;nextpageid;qtype;qoption;layout;display;timecreated;timemodified;title;contents;contentsformat,id,lessonid->lesson.id,,
lesson_timer,活动与资源,mod_lesson,lesson timer for each lesson,public/mod/lesson/db/install.xml,7,id;lessonid;userid;starttime;lessontime;completed;timemodifiedoffline,id,lessonid->lesson.id,,I:userid
lti,活动与资源,mod_lti,This table contains Basic LTI activities instances,public/mod/lti/db/install.xml,26,id;course;name;intro;introformat;timecreated;timemodified;typeid;toolurl;securetoolurl;instructorchoicesendname;instructorchoicesendemailaddr;instructorchoiceallowroster;instructorchoiceallowsetting;instructorcustomparameters;instructorchoiceacceptgrades;grade;launchcontainer;resourcekey;password;debuglaunch;showtitlelaunch;showdescriptionlaunch;servicesalt;icon;secureicon,id,,,I:course
lti_access_tokens,活动与资源,mod_lti,Security tokens for accessing of LTI services,public/mod/lti/db/install.xml,7,id;typeid;scope;token;validuntil;timecreated;lastaccess,id,typeid->lti_types.id,,U:token
lti_submission,活动与资源,mod_lti,Keeps track of individual submissions for LTI activities.,public/mod/lti/db/install.xml,9,id;ltiid;userid;datesubmitted;dateupdated;gradepercent;originalgrade;launchid;state,id,,,I:ltiid
lti_tool_proxies,活动与资源,mod_lti,LTI tool proxy registrations,public/mod/lti/db/install.xml,13,id;name;regurl;state;guid;secret;vendorcode;capabilityoffered;serviceoffered;toolproxy;createdby;timecreated;timemodified,id,,,U:guid
lti_tool_settings,活动与资源,mod_lti,LTI tool setting values,public/mod/lti/db/install.xml,8,id;toolproxyid;typeid;course;coursemoduleid;settings;timecreated;timemodified,id,toolproxyid->lti_tool_proxies.id;typeid->lti_types.id;course->course.id;coursemoduleid->lti.id,,
